,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
478777,478778,B001FA1M6A,A22COLML3FG0F5,"Amber Child ""eclectic  inclinations""",0,0,5,1215475200,A must have!,"These are wonderful, fresh almond slices.  How often have you wanted or needed almond slices for a recipe and found you were out?  I love having these available all the time!  Great price too!"
488480,488481,B0013A0QXC,A3VTIAQZ6GNLV1,Debbie Ahokas,1,1,5,1344124800,One of my favorite after 21 years of Maxwell House,"After I married my husband (for 23 years), I have been drinking Maxwell House in Hong Kong, Tokyo, Singapore and then U.S. My husband has been talking about how great it is. I do not care until I try it. I cannot go back to Maxwell House."
414864,414865,B005VOOLXM,A1X3ESYZ79H59E,chaos,0,2,2,1340064000,not a fan,"I did not care for this coffee. The first thing I noticed when I opened it is that it smells bad and I'm the kind of person that likes the smell of coffee. Anyway, despite the unpleasant aroma I brewed a cup to try it. I didn't really like the flavor, even after I added a bunch of creamer and sugar (which usually makes most coffees okay). I wouldn't say it was horrible, but I will be going back to my old stuff."
460110,460111,B005BRHVD6,A272NYWBBGVAEO,P. Shih,0,0,5,1194134400,The only thing I can stomach down during competitions,"These are the only food I can stomach down during competitions.  Unlike other brands, GU gels are not overly sweet nor too thick.  My favorites are vanilla, chocolate, and plain (in that order).  Although I expect energy gels to be sweet (I think it's to encourage drinking water to offset the concentrated ions), some are too much and it makes me gag.  (ie. powerbar, clif shots...)<br /><br />Side note: a plus side for clif shots is it is slightly more environmentally conscious.  The package is made so that it doesn't litter little pieces of ripped gel package tops.  It's hard to keep track of the small, torn off tops when you're on the run!"
162300,162301,B001EYUE5C,A8INT3NMHRUS4,"Kimberly J. Karas ""a New England mom""",0,0,4,1347667200,Love the smell & like the flavor,"I gave this four stars based on the flavor (according to my own taste preference of course) but I would give ten stars to the aroma!  It fills the kitchen with such a wonderful scent.  Back to the flavor though, it's a gentle pecan taste with a just under medium roast flavor.  So to many I believe it would be considered weak.  You could brew a smaller cup or more likely if you like your coffee strong, you probably are not looking at this product anyway!  If you are looking for strong order a variety that is bold or extra bold.  I like to have a variety of K cups without paying the sampler pack prices and this fits the bill for my home.  I have started with a 50 pack of a known favorite and then 24 packs of other flavors that I think I would like to try and have to offer to company.<br /><br />UPDATE: After running through a number of varieties I can tell you we ran out of the Pecan pretty quick.  I still love the aroma and like the flavor and it's definitely one I would order again."
452756,452757,B003D4MYLS,A1YJMG0QJXZLD4,Rosemarie,3,3,4,1334880000,Nice tea,"I have been drinking this tea for some time.  I happen to like Chamomile teas they are very a mild, I do not like teas that are to strong.  One bag is enough or me I can put it in a cup of hot water and leave the bag in without worrying if it was to get too strong like other teas do.  Adding just a little raw honey enhances the flavor also.<br />I enjoy this tea before I go to bed and it has a very soothing and the warmth of the liquid allows me to slip into a nice sleep.<br /><br />I like the convenience of a foil package, I can carry one or two with me when I go out to lunch with friends, I just order a cup of hot water and slip this tea into it.<br />I have on occasion I have put this is a cup with some fresh ginger and it makes a totally different tea, and he ginger helps sooth the tummy while the Chamomile tends to relax you.<br />Doesn't get much better than this."
273770,273771,B000LKTY7Y,AA3N8AZLSINWE,"L. Lagergren ""learning lover""",3,4,5,1202428800,"Mori-Nu Tofu is the ""Rite Lite""","I used to buy silken tofu in the local grocery stores, but I can't find it anymore so I turned to Amazon.com. I practice the Eat Right For Your Type eating program and as blood type A, a vegetarian or semi-vegetarian food program is the best for my health. Mori Nu Lite Silken Firm Tofu fits right in. My two sons are also blood type As and enjoy tofu as much as I do. I use it to make tofu balls, tofu nuggets, smoothies, tofu veggie scrambles, baked tofu, fried tofu,salad dressing,sauces...I especially like that I can order twelve at once so I don't run out. Having a product like this<a href=""http://www.amazon.com/gp/product/B000LKTY7Y"">Mori-Nu Tofu, Lite, Silken, Firm, 12.3-Ounce Boxes (Pack of 12)</a>is so conventient. I just take a box and make dinner or breakfast with it and whatever else I have on hand. Thanks so much for being a part of our healthy lifestyle journey!"
264101,264102,B004EAGP74,A7YLGLYN17VRW,JulietteC,0,0,5,1348876800,Organic Extra Virgin Coconut Oil,"I use coconut oil as a hair conditioner, but have also used very high quality coconut oil for cooking. This one is perfect for both. It remains a liquid, whereas some coconut oils become a solid, even here in Florida. Some have no smell, but this one has a very light coconutty smell which is wonderful. If I put it on my hair, it doesn't overwhelm me. I love the product, appreciated the good service, and will order it again."
195491,195492,B001XWUWNE,A1YBI7KR11PTAH,R. Webster,0,0,5,1323043200,Exactly what I was looking for!,My wife and I ate at an Italian Restaurant in Carmel California while on vactation and we ordered a dish that had this pasta. The waitress told me what kind of pasta it was and I looked it up on Amazon as soon as I got back home. This pasta works really well with heavy sauces and was not limp or broken. I found a recipe for Bolognese sauce by Rachael Ray and it turned out perfect. Much better with the wide pasta instead of spaghetti or standard fettuccini.
157614,157615,B002RBOE66,A10EOV5CHSL3IN,"Marjorie J. Meyer ""Shoe Lover""",0,0,5,1344988800,It doesn't get better than this,"Absolutely the most smooth and chocolatey of almost all local and global chocolates (okay, except for the ones made and sold in Belgium). I bought the box for a friend but kept all the bars for myself instead - too good to give away. Maybe I'll buy another box for him and ship it directly so I'm not tempted again . . ."
140999,141000,B004DBS2TI,AXBJTJABGSNUZ,Kauai Bob,0,0,5,1346716800,Good Stuff,I am very pleased with the Donut House K Kups brew.  It is good from the first cup to the last.  It must be good I am ordering another case right now.
15004,15005,B000EGZ99M,A2Y2QLPDH94HQQ,Vera Tehayel,0,0,5,1271980800,Whole Wheat Pasta with Great Taste!,"This Whole Wheat Pasta is a wonderful addition to so many dishes.  In addition to the fact that it tastes so good, it also adds few nutritionally sound calories to a dish and is so satisfying!"
380589,380590,B00014DXCC,A16V6Y0BWZAGNI,"Lyn ""LA""",3,3,5,1213660800,Great quality. Heathful product.,"A refreshing cold beverage and a soothing, perfect, hot cup of tea. Offers healthful benefits."
204621,204622,B000EKEYEY,A1X5FBBRUVENZK,Asta,2,2,5,1279756800,Best hot sauce,"Saw this hot sauce featured in one of my food magazines and decided to try it.Was a good decision as this sauce has just the right balance of sweet to hot.Have used it in combination with other ingredients to spice things up and have not been disappointed. Hard to believe chilies, sugar, vinegar and salt are the only ingredients, nothing artificial!Wish I could find it in my area but am glad that I took a chance to order on line. Have ordered it twice and received product in about a week.Lingham's is the best!"
503004,503005,B0002UEEAA,A7898VK8ADQFH,Sambient,0,0,5,1282953600,High octane mint!,"This has been my yummy summer treat as part of my iced tea creations I've been making with my <a href=""http://www.amazon.com/gp/product/B001J5FN48"">Mr. Coffee TM70 3-Quart Iced-Tea Maker</a>. This is the most potent mint flavor you are likely to experience. I use this as part of a mix with either <a href=""http://www.amazon.com/gp/product/B001E5E0IS"">Eco Teas Organic Yerba Mate, Loose, 16-Ounces (Pack of 3)</a>or <a href=""http://www.amazon.com/gp/product/B003OFJ79S"">Bigelow® Lemon Ginger Herb Plus Probiotics (Box of 18)</a> most of the time. But I'm still experimenting.<br />I can't address how this product works for Irritable Bowel Syndrome.<br />I can say though that the difference between this and any other mint tea I've encountered so far is dramatic. This is some of the tastiest stuff in the world. I don't see myself willing to be without this product."
530998,530999,B000LEQ0QS,AJENNLCG2ZT8U,redngary,0,0,5,1323648000,Cincinnati Chili,"We are return customers who love the option of buying our favorite cincinnati chili packets from amazon. Service is superb, always prompt and no hassle. thanks"
559009,559010,B000REI2X6,A14BKHKZY6MTFF,Peeved Kiwi,2,8,1,1180828800,You guys need to think bigger,I have enjoyed your product for many a year but why send these e mails to people about ordering online knowing full well that they can't. Waste of my time and yours. If you dont send to NZ then remove us from the selection of countries in the account set up. You guys haven't thought this through have you. Nice beans but not worth the hassel. Im never buying your product again.
289556,289557,B001EQ5GDK,AWYG5TF6MZLQ0,Ricardo,0,0,4,1342483200,Good Coffee!,"I having been drinking this particular Maui brand of Maui Coffee for years.. I always opt  for the  whole bean product and generally purchase the coffee thru a Hawaiian distributor but elected the Amazon purchase to take advantage of "" free shipping"".. Though obviously not up to the excellence that is afforded if drinking in the islands, it is still a very tasty blend and far superior to  most coffee available on the the Eastcoast...."
413503,413504,B0017M5V9A,A3AZXVKZGSVVTL,"LS ""artist""",0,0,1,1342137600,There are Two Types of Clothes Moths and This is Non-Specific,"There are two different types of clothing moths. One is the webbing clothes moth and the other is the casemaking clothes moth.  Each is attracted by a different pheremone and trap.  This product does not specify which moth it traps. This is a big negative if you happen to have the other type of moth.  This is a hanging trap.  The webbing clothes moth, which seems to be more common, is not lured into a hanging trap. The trap for the webbing clothes moth should not be hung, but is placed on a shelf or on the floor. It is a rectangular type of box open at both ends, sticky inside with the lure placed in the center."
528975,528976,B000E671X4,A12O4OO5Z0R5FF,Missy!,0,0,4,1325635200,Sleepytime,"While I much prefer the Sleepytime Green Tea, this was good as well.<br />I ended up giving the box to my sister instead, because she likes it more,<br />but the tea had a nice flavor and was very relaxing."
170600,170601,B0009F3SDC,AIOJDBRGC3DK9,DanK.,0,0,5,1349740800,Awesome,"This tea totally exceeded my expectations, it's not only delicious, but it is also very comforting. I totally recommend it and certainly will buy it again."
76497,76498,B003YBJA1W,ANFKPHVTC6JTJ,bvd,3,4,1,1312848000,bad packaging,Amazon did not do a good job of packaging.  Product was broken in pieces when I received and cannot return!  Donot by from Amazon!
167135,167136,B002HQE11O,A2YFLUXPCHWYTR,"C. Carnes ""Avid Reader""",7,7,5,1304380800,Great product!!!,"I saw this on a website and knew I had to get a bottle. Sur la Table in Omaha carries it, the flavor is so much deeper and more sophisticated than regular vanilla extract. This is all I use anymore. I've given it as gifts to friends that have also made the switch to using this full time."
437172,437173,B00473JOLM,A1JEBSNNKTMZS4,"Diane Clifford ""Herself2245""",2,2,5,1297209600,Red Beans n Rice better than my own and 10 times faster.,"While living in Mississippi, my Illinois reared husband became enamored with his company cafeteria's red beans 'n rice.  For 3 decades, I've been working to create the best. The best?  Popeye's can't be beat!!  Finally, I've found it on my own range.  No, my NOLA daughter did.  Blue Runner does it.  Fix the rice.  Warm up some pork.  Open the can.  Dilute and warm the contents.  Combine.  Comfort food, oh, oh, oh, comfort food.  I use 1/2 cup white wine to dilute.  (Cider could be interesting.)  And I add two minced garlic cloves.  I hear you can find Blue Runner locally if you live farther south in the South than we do now; but for me, Amazon is truly the greatest."
305475,305476,B0010UOGWM,A1QIHNZHUHQV08,"Susan Gardner Bowers ""Susu""",11,16,1,1306800000,Nasty,The non-diet flavors all have Splenda.  In addition to sweeteners.  Tastes awful.  If I wanted artificial sweeteners I would've bought the diet sodastream.  Ick.
306626,306627,B000MICPWQ,A3I0PGSVH2SH94,EmilyM,0,0,4,1348617600,"Yummy soup, packaging needs help","Love the soup! The creamy tomato is my all time favorite, and it's easy to pack for lunch.<br /><br />I'm taking one star away because the packaging is a little rough. Taking the lid off for microwaving is rough on your hands and nails. Not nearly as easy to remove as the lids on the microwavable bowls from Campbell's. I can't imagine kids or older people removing the lid with ease."
5651,5652,B000EUJLHE,A187FX56O66OHG,"BRONXGIRL10 ""Suzanne""",0,0,5,1215043200,The Absolute Best Cracker For Those Watching Their Carb Intake,"As a person who has metabolic syndrome (and my roommate has insulin resistance), we both always have to watch our carb intake.  Giving up foods such as pasta, potatoes and most breads has been a very difficult, but also a very necessary part of my life over the past several years.  I've tried lots of other low-carb crackers (including other Wasa crackers), but they've just been so-so.  About six months ago, I picked up a Wasa Crisp 'n Light cracker for the first time and WOW, what a taste!  Spread a little bit of Earth Balance on it, or some low-fat cheese and it's absolutely melt-in-your-mouth delicious!  I'm so glad that I can get a case every three months through my Amazon subscription."
254942,254943,B000GJOROU,A13E0JKD7KTEP0,Charles A. Levin,0,1,5,1188691200,tortuga rum cake from cayman islands,Cake came very fresh and delicious.  Only drawback is that it contains partially hydrogenated oils and quite a bit of satuarated fat.  If you are a health nut it is not something you want to finish in 2 sittings (which could easily be accomplished).  Ok once in a while for something special but not a very healthy dessert.
238747,238748,B0015ZOGYU,A1P086IKE1LIAM,cocktail mistro,0,0,1,1334620800,cocktail mistro,Buy the cheaper brands! What is the white stuff floating around in the bottles? This brand at one time was pretty good and at a decent price but they are apparently cutting corners and the quality is not there any longer. I have had many customer complaints and will not purchase again
329654,329655,B002QWHJOU,AEOL1M6MUK6IU,PC,0,0,5,1328054400,Happy!,"My dog loves Greenies! Read some reviews about it online and tried it out since Amazon Prime shipping is free, the price was affordable, and my dog refuses to have his teeth brushed. I've been giving him 1 per day for a few days now and it's like a treat to him! I'm satisfied. :-)"
184268,184269,B000P07YA4,A15JA90OTL13TH,"Robert L. Ginther ""BOBBY BLUE""",2,2,5,1193529600,bobby blue,"AUSTIN ZOO ANIMAL CRACKERS ARE THE BEST! WITH ONLY TWO GRAMS OF FAT PER SERVING, I HAVE NO PROBLEMS KEEPING ON MY WEIGHT LOSS PROGRAM. THEY ARE DELICIOUS! I JUST CAN'T STOP EATING AT LEAST ONE BAG A DAY!"
243212,243213,B000E1FY38,A3D37PCTPEGHE,E. Geiger,8,8,3,1151798400,"So, So Quality","The nuts are a bit oily, and they are, to a great extent, nut fragments.  Can't beat cashews, but these are adequate, not great."
321012,321013,B000XB2E1E,A2A8LFTAFMS4SG,Busy Mom,0,0,5,1323907200,Excellent taste--are you sure there's no gluten?,"We have tried every cake mix product there is that is gluten free, since my spouse (in his forties) has been gluten-intolerant his whole life.  We have come a long way since he was a kid (and even since I started baking for him 20 years ago), and finally we are getting some mixes that actually taste like the glutinous versions (in a good way).  This one is not grainy, is fluffy, and has a deliciously sweet taste.  It is the best cake from my kids' perspective, too (even my kids who can eat gluten and know what the glutinous cakes can taste like actually prefer this one).  We bought a case of the mix as we love it so much.  We freeze the packages and they last a super long time, baking about one a month on the average throughout the year.  All of us can now enjoy the same delicious cake at the same time, whether on a gluten-free diet or not.  And it bakes great every time (you don't have to be a great baker--just follow the directions).  It's the mix that is phenomenal!"
366281,366282,B000IZGBW8,A3QDS1MMKCGA63,Janet B. Croft,3,4,5,1212969600,Nom nom nom!,There was so much in this package that I had to split it up and tuck half away for Christmas stockings!  Mysterious packaging adds to the fun -- what on earth do you do with the little tablets in the mini soda bottle?!
276011,276012,B000FBMFDO,AHQJ89UKBBRF9,Seaske,0,1,5,1290038400,Finally got the job done!,"We have been using the older wooden box traps (same mechanism feature) successfully for years, so when my dad began having big problems with gophers in and around the garden on their property, I sent him these, figuring he could put them to use before the weather got too much towards winter and the ground began to freeze (he's in Colorado).  Within 2 days he called, delighted that he had already removed one gopher, and the next day again called that he had caught a second.  He was also able to see if the trap had sprung by using binoculars, a nice benefit. If there are any more gophers to get, I haven't heard, but these traps paid for themselves immediately with the results!<br /><br />Made of plastic, I believe they will last much longer than our wooden ones, and we still repair our wooden ones successfully, enough to get the occasional mole.<br /><br />All in all, if you have problems with pocket gophers, I highly recommend these to remove them."
61355,61356,B002AUBWA0,A15UHDGZDU7XKR,J. Walkinshaw,0,0,5,1347667200,"Beans, beans...they're good for your heart...the more you eat...the more you (well, you know)","The cost is slightly more than if I were to purchase from my local grocer, but in the area I live in, the dry black beans seem to fly off the shelves. I've also never seen this brand except for their canned variety's so figured I'd give it a shot. 6lbs of beans....hmmm, did I think that through before buying? No...lol, but since I'm trying to cut back on the meat intake and just eat better...I think this will work out fine. I could live off just beans and rice really since I did the all vegetarian thing for about 3 weeks...didn't love it, but tried it and know what I like now if I went back to all veggie again. Remember to wash & soak the beans!!<br /><br />***I opted for the subscribe and save option too since it brings the cost down to just about what I mentioned at the beginning...thought I'd throw in a little free love to Amazon."
170341,170342,B000MXEN9Y,A3BLP7LRNCAT2Y,"Liliana ""maccentris""",0,1,2,1251763200,Six dollars and thirty-tree cents...,"Is what EACH box of these costs if you buy them here.  $6.33 I actually bought these and my son was out within a week.  I was hoping for a bit more but the packs are tiny.  There is nothing wrong with the quality and the flavor of the snacks but I am basically rating the price.  This is the price you'd expect to pay if you got them at a vending machine at a hospital or some luxury trip where they are hard to find.  If you can make it to the supermarket however, get them there; this is not worth it!"
454012,454013,B000NB3VFM,A15VLTNW6UH09H,Charles,2,3,5,1345593600,New Zealand honey - Airborne Honey,"Airborne honeys are outstanding. I am posting the review just to inform potential customers that there is another online souce for these honeys at New Zealand Natural Goods [...]. Their prices are so much better than Nature Healthy Life's I felt obliged to share the information. For example, the New Zealand Manuka Honey sold here has a picture of a jar of Airborne Honey's Manuka with Wildflower, a different product. The price listed above is $44.95. The price at New Zealand Natural Goods is $16.99 for Manuka Honey 500g. ParthenonFoods.com has Airborne Foods Manuka with Wildflower Honey for $14.99 (500g).<br />Nature Healthy Life's price for 500g of Airborne Honey's New Zealand Beech Forest Honeydew Honey is $19.99. The identical product at New Zealand Natural Goods is $7.95.<br /><br />As you can see, Nature Healthy Life's prices are very much out of line for Airborne Honey products."
18064,18065,B008ZRKZSM,A3RK4BDGUO5370,julchamp,0,0,5,1340323200,Great Peanut Butter!,"This powdered peanut butter is even better than I expected it to be!!  I ordered it to add to my morning smoothies, and this product is even better than I thought it would be!  No bad things to say at all!  It tasted great, and I can't tell any difference from the regular, but It sure does make me happy to know that I am getting 85% less fat with each serving!"
464890,464891,B000LKVIVE,AAX9J3ILB1XNT,StrollerLover,2,3,2,1298592000,"Love the tin, hate the taste.","I'm adventurous when trying new foods and the fun, graphic tin definitely gave me the extra push to try these organic ginger mints. Well, lets just say they're not going on my 'Most Awesome Foods Ever!' list.<br />I'm not a huge fan of ginger, but figured I'd give these a try anyway. They're not a 'smooth' candy like some mints are (slightly gritty) and have a sharp ginger 'bite' towards the middle-end that lingers for long after its dissolved. They're so potent, I tasted it for a good hour after just one had been finished. I  gave it to family members who don't mind the taste of ginger and they too were disappointed in how they tasted. While I'm not going back to these, the other flavors do interest me.<br />Points though, for the hinged, reusable tin (I'm thinking they'd be great for the LUSH Cosmetics line of soap chunks and solid shampoo slices that are sold by the pound and dissolve in the shower if they're not dried, tinned and moved out of the bathing area. Also great for use when traveling with the soaps/shampoos and cheaper than buying one of their branded tins).<br />Made in Mexico, mine contained about 40, beige-colored mints."
548839,548840,B001M2BM4I,A3OX420994NQCY,Connie Hayes,0,0,5,1348531200,Awesome Coffee,"I have sampled sooo many different K-Cups and this is by far my favorite!  If you enjoy a strong, yet smooth cup of java without bitterness, give it a try!!!"
343295,343296,B000WFEN74,AJU515FXGJABO,E. Mitchell,2,2,3,1297296000,Loved the first three cans...,"After feeding my recently-acquired cat a case of Wellness Turkey and Salmon without issue, I fully expected her to love the Beef and Salmon as much.  Unfortunately, she loved only the first three cans and won't touch it now without adding some dry food to it.  Hopefully, she will still eat the Turkey and Salmon without any problems."
195725,195726,B000CQC0BE,A3CWJ604OXQ4RX,Inexhaustible Reader,0,0,5,1307836800,My 'everyday' tea. :c),"I love the idea of having green tea everyday.<br /><br />...However, I thought this could never happen to me because I couldn't seem to enjoy it on it's own.<br /><br /> This is the first 'real' tea I have been able to honestly say; I LOVE. The smell alone makes me smile. It was my answer to wanting to be a 'real' tea drinker. I used to buy boxes and boxes of differing types of herb teas. But those are usually so boring. Almost like Kool-Aid without the guilt. *sigh* Peppermint used to be my 'safe' go to, when out with friends, but often times I found them to be weak or lacking. Stash organic black and green chai, really does it for me, and nearly everyone else I introduce this tea to, feels the exact same way: They wanted to be 'real tea' drinkers, couldn't stand the taste, found this and voila!<br /><br />I do add sugar so, it tastes more like desert than tea... but even when I don't add a bunch, this tea can actually take the 'less sugar' test. Can it hold up, without sugar?? Yes, even then, but, sugar is pretty much a must for me.<br /><br />All that said: Because of this tea, I now enjoy green tea on it's own! How that came about: Getting familiar the 'green tea flavor' when it tastes this fantastic, helped me familiarize with the flavor of green tea. After trying this, I moved on to Stash's 'Green Chai' so now I'm quite familiar with the green tea taste. Thus, I sometimes surprise myself and just drink plain old green tea! Hooray!!<br /><br /> TMI? Likely, but maybe someone will find this helpful and take the leap. :c)<br /><br />PS Thank you Amazon for making this available here!!! I could only find it in one store in my hometown (I store, I otherwise NEVER go to) and NEVER anywhere else! Imagine my joy finding it readily available here. :c)"
278467,278468,B0011MP3NK,A1ITW90UZH1BE7,BERGUGNAT,0,0,5,1326153600,Great and BPA free,"Perfect product. It's bpa free even if it's not written! Fit perfectly with breast pump. Most convenient milk storage, much better than bag."
428149,428150,B0055E9YVC,AY88WQJ0P5MS1,"Y. Pacheco ""Simple Jersey Girl""",2,2,1,1328140800,Not worth the cost,"These are the worst composed braided treats I have seen. They crumbled in the bag, they are entirely too thin, and don't last at all. My dog worked through the thickest in the pack in less than a minute. He is a small dog. You'd be better off buying a bully stick or another braided brand. Too pricey for how little use you get out of them."
508596,508597,B002Y2OWDS,A38WBKGIUCP67H,DogBoy,0,1,4,1330819200,coffee with chicory,"In response to ""disinterestedobserver Irfan"":<br /><br />I've not yet tried this product, but I intend to.<br /><br />I had to give it some sort of a star rating or I couldn't make this post.  AGAIN, I HAVE NOT YET TRIED THIS PRODUCT.  See my rationale below for making the 4 star rating<br /><br />Coffee with chicory has been my mainstay since 1980.  99% of the time I brew it in a stainless steel stovetop espresso maker.  I have never tried an instant version but I will try this for when I want a single cup of coffee.  I cannot think of a brand that has not been at least quite good, even my own blends with chicory.<br /><br />The ""hair"" thing:  I used to have a poodle named ""Chicory"".  You don't suppose.....<br /><br />Was the hair brown and very curly?<br /><br />EGADS!"
532758,532759,B005GXG8JI,A1S8TJXZQSHDFP,Tracey,0,0,5,1330128000,Simply Delish!!,"I tried this sauce on a whim, when I saw it in Whole Foods Market. It had a local label and I'm all 'gung ho' for trying out products made locally. I wasn't sure what to expect so I tasted a little bit before mixing it with my other ingredients, and was initially surprised that it truly tasted like its name as well as very authentic. But boy was I surprised after I used this with a stuffed shells recipe and really tasted the flavors! The flavoring of the herbs in the sauce were simply robust and just delicious, complimenting my other ingredients extremely well. I vowed never to buy commercial pasta sauces ever again, but this certainly changed my mind. This is very close to making a sauce from scratch, in my opinion. If you're skeptical, I would suggest buying a jar from your local health food store before buying in bulk...you won't regret it!"
104806,104807,B006N3I69A,A3OMACFEUR41RR,"ALW ""lucypoo""",1,1,2,1317168000,Doesn't work right in the machine,"I purchased these without reading the reviews. As soon as I started using them I noticed something was different. The machine would not cycle properly when making a cup of coffee. It would spurt out really dark liquid and a very small amount at that. I had to run a second cycle to get the coffee to a point where it was drinkable. I also noticed the foil top is more flat than the other brands I have which are more ""puffed up"". I came here to cancel the auto subscribe on these and that's when I started reading all of the other reviews and now it all makes sense. I still have an unopened box, don't know if Amazon will take them back or not."
44366,44367,B004M8H0R2,APVZTT1O61UJX,Kris,0,0,4,1286064000,Herbalife Lift Off,"I found this works best if you take it first thing in the morning before eating or having coffee.<br />In about an hour you feel an energy surge that lasts about 4 hours. At first I was taking it after breakfast, coffee, etc and didn't notice a difference, but on an empty stomach it's a lift off."
149530,149531,B000TQFSGQ,A35KPC8XCGWFX5,arkitekt,0,0,5,1284854400,"nice for babyback ribs, dry rub!","very good for dry rubbing baby back ribs, tastes great, gives ribs a beautiful color!"
468721,468722,B0028PHI1O,A1W9CJL9EZNCZB,D. King,0,0,5,1318032000,Good and chewy,Discovered this candy while on vacation in Hawaii. It's not too sweet and has an interesting texture that's very chewy but doesn't get stuck in your teeth.  I like the Melon flavor the best.
344751,344752,B0026KNQSA,AES5H8PCE60MS,L. Morris,1,1,5,1326931200,Sweet Potato Popchips,I love the Sweet Potato Popchips.  They are a little sweet and a little salty.  If you like Popchips and you like sweet potatoes you will love these!
72036,72037,B007K449CE,A34CSXOGVYF94S,"Joel Avrunin ""Electrical Engineer who loves S...",0,0,3,1343520000,Strongest tea-tree smell of the Clear shampoos - works well but needs conditioner,"I have recently had the opportunity to try all 5 of the Clear Men Scalp Therapy varieties.  I had all 5 bottles lines up in my shower, but of course, I couldn't try them all at once because some of the performance is based on cleaning ability, feel of hair afterwards, and lingering smell.  So over the course of a week, I tried each shampoo to rate them.  Meanwhile, my bottles of <a href=""http://www.amazon.com/gp/product/B000GCUTKI"">Head & Shoulders Classic Clean 2 in 1 Dandruff Shampoo & Conditioner with pump 33.8 Fluid ounce</a>, <a href=""http://www.amazon.com/gp/product/B0009KN8UA"">Neutrogena Therapeutic Shampoo, Original Formula, 16 Fluid Ounce (473 ml)</a>, and <a href=""http://www.amazon.com/gp/product/B0043OYFJQ"">Head & Shoulders Itchy Scalp Care with Eucalyptus Dandruff Shampoo 14.2 Fluid ounce (Pack of 2)</a> watched in fear.<br /><br />All of the Clear Men Scalp Therapy feature Pyrithione Zinc, the same active ingredient as the classic Head and Shoulders.  It is an effective medicine for controlling dandruff.  Clear Men brings the advertised ""bio nutrium 10"", a self-proclaimed blend that includes ginseng, tea tree, and mint.<br /><br />The shampoo color is white (not blue like H&S), and is a little bit more runny.  However, on applying it to my hair I found it was thick and felt almost like conditioner.  It is not sudsy at all but does cover the hair very well.  Despite the label saying ""strong"", you don't feel a tingle or cooling sensation.  Rather, you get the strong smell of tea-tree oil which can be good or bad depending on your preference.<br /><br />The shampoo rinsed out clean and it seems to do a good job controlling dandruff, but I noticed that an hour later, I could still smell tea-tree oil in my hair.  The other Clear Men's products did not linger so long.<br /><br />I like the Clear Men's line, but this particular formulation was not my favorite.  I didn't get a strong feel while on my scalp, but the smell seemed to follow me for hours.  I also needed to use conditioner afterwards as it seemed to strip my hair of volume and shape.  It doesn't claim to be ""2 in 1"", but even as regular shampoo, I was surprised.<br /><br />I recommend you look at one of the other fine Clear products I reviewed.  3 stars."
39170,39171,B000LKX1SW,A1KLETNL5O1R2N,C. Bronson,1,1,5,1237075200,Excellent Vanilla Flavor,"I have tried many different soymilks.  Some are OK and some are terrible.  The bad ones taste like latex paint, or worse yet, sweetened latex paint.  But this one, especially when cold, is, in my opinion, excellent.  I find it exceptionally refreshing.  I prefer the 8.45-ounce boxes, because the flavor is not as good after the box has been open for a while and the product has been exposed to oxygen."
116686,116687,B002YJ0118,A135R0GHEPD0IN,Happy Mom of 2,1,1,5,1325116800,Excellent machine for the price.,"This popcorn is very convenient and tastes great.  The coconut oil is in a solid state, which it should be.  Once it hits the kettle it melts.  You heat your oil, and then add the popcorn and salt.  I do recommend putting the popcorn and salt together in a scoop or something for ease of emptying into the kettle (if you have a popcorn machine), otherwise it gets messy.<br /><br />I read several reviews that using all the salt makes the popcorn too salty.  We didn't find that at all.<br /><br />There were several unpopped kernels, so I'm not sure if this is the popcorn or not being used to our machine yet.<br /><br />This is perfect for our 4 oz popcorn machine and leaves the whole house smelling like a movie theatre.  Yum!"
136480,136481,B006Q820X0,#oc-R2EGPCEJ9FAS3,Jay D. Miller,4,11,2,1334880000,Fuhgeddaboutit being good,You get what you pay for.  These bargain K-Cups are no bargain.<br /><br />Others have complained about blowouts and weak brews.  I find it bitter.<br /><br />Something tells me this company is still working out the kinks in the roasting and manufacturing process.<br /><br />When the reviews improve I may try them again.
81922,81923,B005GWWGOU,A1NYKD19R5JQWD,Rayne,0,0,1,1333584000,really disappointed,"though i did not purchase this through amazon, i did get this recently from thw grocery store, and have to admit im really disappointed.  i followed the instructions the first evening EXACTLY as instructed with the included paper, and no results.  the second day, i brewed just a little longer, still no luck, (basing this off some other comments from other users here on amazon) then today i only did 6oz, not 12 as the paper instructs, and even brewed this for 6 minutes.  still nothing.<br /><br />i really wanted this to work for me like it has for others, i had heard good things and was so excited, but still no luck.  i guess im one of those people this doesnt affect. ill keep trying it daily till i run out, but looks like ill have to try something else.<br /><br />as for taste, its not bad. just tastes like tea leaves, not deliciously fantastic, but not nose-pinchingly undrinkable. good luck to anyone else. hope you have more success with this than i did"
161482,161483,B000LEH5BW,A1OVZLXT8ZSCUB,Kenneth W. Tisdale,9,9,5,1194652800,black pudding,"being from the midlands of england black pudding was sold in most butcher shops,so i had my fair share of it ,tommy moloneys pudding is very near the consitancy and taste that i grew up on ,however further up north it does vary ,they even have competitions for it,so for me i really liked this brand and will definately buy it again,in fact i prefer it to some of the german black puddings i have tried from new york"
